algorithm,metric,feature_name,feature_value,shapley_value
ilp,exectime,tlkh,-097,-2.438333333333335
ilp,exectime,ekbr3,00,0.6366666666666667
ilp,exectime,rt5v,00,3.0916666666666672
ilp,exectime,svo,355,1.4016666666666666
ilp,exectime,ekbr3,00,-0.6133333333333331
ilp,exectime,rt5v,00,1.6566666666666665
ilp,exectime,svo,758,3.3866666666666667
ilp,exectime,ekbr3,00,0.7416666666666666
ilp,exectime,rt5v,00,2.9216666666666664
ilp,exectime,svo,959,1.9766666666666666
ilp,exectime,aq1,10,-0.545
ilp,exectime,ekbr3,097,-1.04
ilp,exectime,rt5v,00,2.525
ilp,exectime,nusa,211,8.920000000000002
ilp,exectime,svo,1161,-1.4299999999999997
ilp,exectime,tlv,11103,10.15
ilp,exectime,ekbr3,00,-9.343333333333334
ilp,exectime,rt5v,00,4.611666666666667
ilp,exectime,saq1,27906,6.121666666666667
ilp,exectime,nusa,211,9.458333333333334
ilp,exectime,svo,1362,-1.3266666666666664
ilp,exectime,tlkh,-097,-4.191666666666669
ilp,exectime,nusa,211,12.615
ilp,exectime,svo,1362,2.6950000000000003
ilp,exectime,tlkh,437,3.2000000000000006
ilp,exectime,aq1,10,0.18500000000000014
ilp,exectime,ekbr3,097,0.125
ilp,exectime,rt5v,023,-0.05000000000000012
ilp,exectime,nusa,211,13.395000000000001
ilp,exectime,svo,1362,5.72
ilp,exectime,tlv,2776,8.745
ilp,exectime,nusa,211,21.096666666666668
ilp,exectime,svo,1362,14.491666666666669
ilp,exectime,tlv,11103,23.221666666666668
ilp,exectime,nusa,211,17.125
ilp,exectime,svo,1362,1.8799999999999997
ilp,exectime,tlv,16654,9.295
ilp,exectime,ekbr3,00,6.210000000000001
ilp,exectime,rt5v,023,5.75
ilp,exectime,svo,154,5.04
ilp,exectime,ekbr3,00,0.8433333333333332
ilp,exectime,rt5v,023,-0.05166666666666645
ilp,exectime,svo,1161,-0.31166666666666626
ilp,exectime,ekbr3,00,8.826666666666666
ilp,exectime,rt5v,023,9.006666666666668
ilp,exectime,saq1,10527,7.886666666666666
ilp,exectime,nusa,211,9.508333333333335
ilp,exectime,svo,1765,1.6533333333333333
ilp,exectime,tlkh,-097,-9.441666666666666
ilp,exectime,nusa,211,9.498333333333333
ilp,exectime,svo,1765,2.623333333333333
ilp,exectime,tlkh,437,-5.101666666666668
ilp,exectime,nusa,211,28.35333333333334
ilp,exectime,svo,1765,21.128333333333337
ilp,exectime,tlv,11103,21.62833333333333
ilp,exectime,aq1,10,4.77
ilp,exectime,ekbr3,097,4.114999999999999
ilp,exectime,svo,154,6.125
ilp,exectime,aq1,10,-0.07500000000000002
ilp,exectime,ekbr3,097,0.24500000000000025
ilp,exectime,svo,355,0.36999999999999983
ilp,exectime,rt5v,023,-0.0699999999999995
ilp,exectime,svo,154,-0.07500000000000018
ilp,exectime,saq1,3576,0.4450000000000003
ilp,exectime,aq1,7992,5.138333333333333
ilp,exectime,ekbr3,146,0.798333333333333
ilp,exectime,svo,355,-1.816666666666667
ilp,exectime,aq1,10,2.2149999999999994
ilp,exectime,ekbr3,097,3.560000000000001
ilp,exectime,svo,758,7.384999999999999
ilp,exectime,rt5v,023,-0.7200000000000001
ilp,exectime,svo,154,-0.5350000000000005
ilp,exectime,tlv,2776,1.7149999999999999
ilp,exectime,aq1,10,4.715
ilp,exectime,ekbr3,097,4.6850000000000005
ilp,exectime,svo,959,5.87
ilp,exectime,aq1,12727,1.1266666666666663
ilp,exectime,rt5v,00,3.361666666666666
ilp,exectime,svo,154,0.3216666666666666
ilp,exectime,aq1,7992,3.3233333333333337
ilp,exectime,ekbr3,146,0.3633333333333333
ilp,exectime,svo,758,0.7533333333333326
ilp,exectime,rt5v,023,0.8066666666666672
ilp,exectime,svo,355,1.156666666666667
ilp,exectime,saq1,3576,1.6566666666666665
ilp,exectime,aq1,12727,6.408333333333331
ilp,exectime,rt5v,00,9.278333333333332
ilp,exectime,svo,355,6.263333333333333
ilp,exectime,aq1,11148,-2.7433333333333336
ilp,exectime,ekbr3,00,-4.428333333333334
ilp,exectime,nusa,211,9.831666666666667
ilp,exectime,aq1,11148,0.6233333333333332
ilp,exectime,ekbr3,00,1.3133333333333337
ilp,exectime,nusa,433,3.1333333333333333
ilp,exectime,aq1,11148,-0.14166666666666686
ilp,exectime,ekbr3,00,-1.4066666666666665
ilp,exectime,rt5v,00,1.9483333333333335
ilp,exectime,aq1,11148,-0.20000000000000026
ilp,exectime,ekbr3,00,0.2999999999999998
ilp,exectime,rt5v,023,0.3200000000000003
ilp,exectime,aq1,11148,2.1433333333333335
ilp,exectime,ekbr3,00,1.0233333333333334
ilp,exectime,svo,154,1.9533333333333331
ilp,exectime,aq1,11148,0.665
ilp,exectime,ekbr3,00,-0.75
ilp,exectime,svo,758,4.485
ilp,exectime,aq1,11148,3.643333333333333
ilp,exectime,ekbr3,00,2.453333333333334
ilp,exectime,svo,1765,7.613333333333333
ilp,exectime,aq1,11148,-0.03166666666666643
ilp,exectime,ekbr3,00,-2.4716666666666667
ilp,exectime,saq1,2443,6.163333333333333
ilp,exectime,aq1,11148,-0.5883333333333335
ilp,exectime,ekbr3,00,-2.0633333333333335
ilp,exectime,saq1,27906,3.0116666666666667
ilp,exectime,rt5v,023,1.7000000000000004
ilp,exectime,svo,355,0.9999999999999999
ilp,exectime,tlkh,437,5.53
ilp,exectime,aq1,11148,0.9416666666666665
ilp,exectime,ekbr3,00,0.4516666666666665
ilp,exectime,tlkh,-097,1.8366666666666667
ilp,exectime,aq1,11148,1.5999999999999996
ilp,exectime,ekbr3,00,2.595
ilp,exectime,tlkh,437,5.905000000000001
ilp,exectime,aq1,11148,-3.438333333333333
ilp,exectime,ekbr3,049,-3.4833333333333343
ilp,exectime,nusa,211,7.631666666666668
ilp,exectime,aq1,11148,-0.6516666666666667
ilp,exectime,ekbr3,049,1.4833333333333332
ilp,exectime,nusa,433,0.15833333333333321
ilp,exectime,aq1,11148,-0.7933333333333333
ilp,exectime,ekbr3,049,3.0466666666666664
ilp,exectime,rt5v,00,3.2566666666666664
ilp,exectime,aq1,11148,0.8949999999999999
ilp,exectime,ekbr3,049,2.425
ilp,exectime,svo,154,0.21000000000000027
ilp,exectime,aq1,11148,3.44
ilp,exectime,ekbr3,049,4.444999999999999
ilp,exectime,svo,758,6.535
ilp,exectime,aq1,11148,-3.7916666666666674
ilp,exectime,ekbr3,049,4.728333333333334
ilp,exectime,svo,1765,6.743333333333333
ilp,exectime,nusa,211,9.178333333333333
ilp,exectime,saq1,7052,-3.196666666666666
ilp,exectime,tlkh,437,0.9583333333333334
ilp,exectime,aq1,11148,-1.0666666666666664
ilp,exectime,ekbr3,049,-1.2016666666666669
ilp,exectime,saq1,2443,4.288333333333333
ilp,exectime,aq1,11148,9.763333333333334
ilp,exectime,ekbr3,049,12.208333333333334
ilp,exectime,tlkh,-097,10.448333333333332
ilp,exectime,aq1,11148,0.08833333333333353
ilp,exectime,ekbr3,049,2.4583333333333335
ilp,exectime,tlv,2776,1.6833333333333338
ilp,exectime,rt5v,023,-1.1566666666666665
ilp,exectime,svo,355,-0.331666666666667
ilp,exectime,tlv,2776,1.8983333333333334
ilp,exectime,aq1,11148,-3.0083333333333333
ilp,exectime,ekbr3,097,-5.538333333333334
ilp,exectime,nusa,211,8.746666666666668
ilp,exectime,aq1,11148,2.944999999999999
ilp,exectime,ekbr3,097,2.205
ilp,exectime,nusa,433,4.05
ilp,exectime,aq1,11148,0.043333333333333224
ilp,exectime,ekbr3,097,-0.6566666666666667
ilp,exectime,rt5v,00,2.723333333333333
ilp,exectime,aq1,11148,0.538333333333333
ilp,exectime,ekbr3,097,-0.13166666666666668
ilp,exectime,rt5v,023,-0.0866666666666666
ilp,exectime,aq1,11148,-0.46666666666666673
ilp,exectime,ekbr3,097,-0.9466666666666667
ilp,exectime,svo,758,4.3133333333333335
ilp,exectime,aq1,11148,-0.26000000000000006
ilp,exectime,ekbr3,097,2.9
ilp,exectime,saq1,2443,11.56
ilp,exectime,aq1,11148,-1.2733333333333337
ilp,exectime,ekbr3,097,1.0466666666666666
ilp,exectime,tlkh,-097,2.4566666666666666
ilp,exectime,aq1,11148,1.1516666666666664
ilp,exectime,ekbr3,097,-1.048333333333333
ilp,exectime,tlkh,437,2.2866666666666666
ilp,exectime,nusa,211,8.875
ilp,exectime,saq1,7052,-7.31
ilp,exectime,tlv,2776,-0.6349999999999995
ilp,exectime,aq1,11148,0.7283333333333332
ilp,exectime,ekbr3,097,0.01833333333333383
ilp,exectime,tlv,2776,2.4133333333333336
ilp,exectime,aq1,11148,-7.656666666666666
ilp,exectime,ekbr3,146,3.698333333333333
ilp,exectime,rt5v,00,4.218333333333334
ilp,exectime,aq1,11148,0.8283333333333335
ilp,exectime,ekbr3,146,3.048333333333334
ilp,exectime,rt5v,023,0.2333333333333337
ilp,exectime,aq1,12727,-0.3566666666666665
ilp,exectime,rt5v,00,1.1233333333333333
ilp,exectime,svo,758,2.733333333333333
ilp,exectime,aq1,11148,3.3466666666666662
ilp,exectime,ekbr3,146,5.286666666666666
ilp,exectime,svo,758,7.6866666666666665
ilp,exectime,aq1,11148,-0.24166666666666656
ilp,exectime,ekbr3,146,3.4883333333333333
ilp,exectime,svo,1765,5.813333333333333
ilp,exectime,aq1,11148,-1.2316666666666665
ilp,exectime,ekbr3,146,1.8233333333333335
ilp,exectime,saq1,17479,0.33833333333333293
ilp,exectime,aq1,11148,-5.62
ilp,exectime,ekbr3,146,0.4200000000000002
ilp,exectime,saq1,2443,6.219999999999999
ilp,exectime,aq1,11148,-0.7933333333333331
ilp,exectime,ekbr3,146,1.2766666666666666
ilp,exectime,tlkh,-097,-0.17333333333333378
ilp,exectime,aq1,11148,-0.5283333333333333
ilp,exectime,ekbr3,146,1.9466666666666672
ilp,exectime,tlkh,437,2.4216666666666664
ilp,exectime,aq1,11148,11.795000000000002
ilp,exectime,ekbr3,146,14.13
ilp,exectime,tlv,2776,13.665
ilp,exectime,aq1,11148,-2.0616666666666665
ilp,exectime,ekbr3,146,1.8133333333333337
ilp,exectime,tlv,5551,2.1083333333333334
ilp,exectime,aq1,10,-3.4333333333333336
ilp,exectime,ekbr3,097,1.6216666666666668
ilp,exectime,svo,1765,6.351666666666667
ilp,exectime,aq1,10,-0.6149999999999999
ilp,exectime,ekbr3,00,0.49499999999999983
ilp,exectime,rt5v,023,0.61
ilp,exectime,aq1,10,0.7449999999999998
ilp,exectime,svo,154,0.7399999999999999
ilp,exectime,saq1,3576,-0.985
ilp,exectime,aq1,10,1.25
ilp,exectime,svo,154,1.075
ilp,exectime,saq1,10527,-0.9550000000000001
ilp,exectime,aq1,10,-1.0866666666666667
ilp,exectime,svo,154,-1.4116666666666668
ilp,exectime,saq1,2443,3.328333333333333
ilp,exectime,aq1,10,3.3699999999999997
ilp,exectime,svo,154,3.2499999999999996
ilp,exectime,saq1,27906,5.15
ilp,exectime,aq1,10,7.501666666666668
ilp,exectime,svo,154,8.006666666666666
ilp,exectime,tlkh,-097,8.401666666666667
ilp,exectime,aq1,10,2.731666666666667
ilp,exectime,svo,154,3.0516666666666663
ilp,exectime,tlkh,437,4.396666666666667
ilp,exectime,aq1,10,-0.1833333333333332
ilp,exectime,ekbr3,097,-0.32833333333333314
ilp,exectime,saq1,10,0.8916666666666663
ilp,exectime,aq1,10,0.17333333333333334
ilp,exectime,svo,154,0.3733333333333331
ilp,exectime,tlv,2776,0.3633333333333339
ilp,exectime,nusa,211,8.385000000000002
ilp,exectime,saq1,17479,-2.2450000000000006
ilp,exectime,tlkh,-097,-4.72
ilp,exectime,aq1,10,-5.03
ilp,exectime,svo,154,0.20999999999999966
ilp,exectime,tlv,11103,9.64
ilp,exectime,nusa,211,8.451666666666666
ilp,exectime,saq1,17479,-2.933333333333334
ilp,exectime,tlkh,437,-2.0383333333333327
ilp,exectime,aq1,10,0.10500000000000002
ilp,exectime,ekbr3,097,0.08999999999999986
ilp,exectime,saq1,3576,0.375
ilp,exectime,aq1,10,1.175
ilp,exectime,svo,355,1.0600000000000003
ilp,exectime,saq1,10,2.155
ilp,exectime,aq1,10,0.7633333333333331
ilp,exectime,svo,355,1.1133333333333333
ilp,exectime,saq1,3576,1.2733333333333328
ilp,exectime,aq1,10,2.688333333333334
ilp,exectime,svo,355,3.0933333333333337
ilp,exectime,saq1,10527,2.948333333333333
ilp,exectime,aq1,11148,0.5266666666666668
ilp,exectime,nusa,211,10.92666666666667
ilp,exectime,svo,154,-2.4033333333333338
ilp,exectime,aq1,11148,-8.075000000000001
ilp,exectime,nusa,211,9.590000000000002
ilp,exectime,svo,758,0.5650000000000001
ilp,exectime,aq1,11148,-7.6433333333333335
ilp,exectime,nusa,211,10.361666666666666
ilp,exectime,svo,1765,1.261666666666666
ilp,exectime,aq1,10,-0.6633333333333332
ilp,exectime,svo,355,0.13166666666666682
ilp,exectime,saq1,17479,0.9216666666666663
ilp,exectime,aq1,11148,-4.08
ilp,exectime,nusa,211,9.115
ilp,exectime,saq1,17479,-3.795
ilp,exectime,aq1,11148,-2.025
ilp,exectime,nusa,211,8.660000000000002
ilp,exectime,tlkh,-097,-4.215000000000001
ilp,exectime,aq1,11148,0.13333333333333344
ilp,exectime,nusa,211,12.263333333333334
ilp,exectime,tlkh,437,1.3133333333333332
ilp,exectime,aq1,10,-1.8116666666666663
ilp,exectime,svo,355,-2.1466666666666665
ilp,exectime,saq1,2443,4.478333333333333
ilp,exectime,aq1,11148,-4.713333333333333
ilp,exectime,nusa,211,10.876666666666665
ilp,exectime,tlv,2776,-1.0133333333333334
ilp,exectime,aq1,10,-0.9116666666666671
ilp,exectime,svo,355,-0.6416666666666669
ilp,exectime,saq1,27906,3.143333333333333
ilp,exectime,aq1,12727,-0.9133333333333337
ilp,exectime,rt5v,00,0.4666666666666668
ilp,exectime,svo,1765,2.526666666666667
ilp,exectime,aq1,7992,5.113333333333333
ilp,exectime,ekbr3,146,0.15833333333333308
ilp,exectime,saq1,10527,-1.4916666666666671
ilp,exectime,aq1,10,0.8900000000000001
ilp,exectime,svo,355,0.16500000000000017
ilp,exectime,tlkh,-097,2.445
ilp,exectime,aq1,12727,0.48166666666666674
ilp,exectime,saq1,17479,1.1316666666666666
ilp,exectime,tlkh,-097,0.9166666666666666
ilp,exectime,aq1,10,2.6333333333333333
ilp,exectime,svo,355,2.893333333333333
ilp,exectime,tlkh,437,6.123333333333334
ilp,exectime,aq1,11148,-0.6883333333333331
ilp,exectime,nusa,433,1.1366666666666667
ilp,exectime,rt5v,00,2.671666666666667
ilp,exectime,ekbr3,00,1.1433333333333338
ilp,exectime,svo,154,1.133333333333333
ilp,exectime,saq1,10527,0.723333333333333
ilp,exectime,aq1,11148,-0.4366666666666667
ilp,exectime,nusa,433,0.8733333333333334
ilp,exectime,svo,154,-0.016666666666666902
ilp,exectime,aq1,11148,8.638333333333334
ilp,exectime,nusa,433,9.548333333333332
ilp,exectime,svo,758,12.963333333333333
ilp,exectime,aq1,11148,2.45
ilp,exectime,nusa,433,3.8599999999999994
ilp,exectime,svo,1765,7.2
ilp,exectime,aq1,11148,0.11666666666666663
ilp,exectime,nusa,433,0.9916666666666666
ilp,exectime,saq1,17479,0.521666666666666
ilp,exectime,aq1,11148,-1.7083333333333333
ilp,exectime,nusa,433,-2.2133333333333334
ilp,exectime,saq1,2443,4.601666666666667
ilp,exectime,ekbr3,00,-1.0166666666666666
ilp,exectime,svo,154,-1.2416666666666671
ilp,exectime,saq1,27906,2.548333333333334
ilp,exectime,aq1,11148,1.8050000000000004
ilp,exectime,nusa,433,2.4100000000000006
ilp,exectime,tlkh,-097,1.9750000000000003
ilp,exectime,aq1,11148,1.9233333333333327
ilp,exectime,nusa,433,7.083333333333333
ilp,exectime,tlkh,437,8.573333333333332
ilp,exectime,ekbr3,00,-0.2716666666666663
ilp,exectime,svo,154,1.3283333333333334
ilp,exectime,tlkh,-097,2.4133333333333336
ilp,exectime,aq1,11148,1.3066666666666669
ilp,exectime,nusa,433,5.176666666666667
ilp,exectime,tlv,5551,6.486666666666667
ilp,exectime,aq1,10,-0.09666666666666668
ilp,exectime,ekbr3,097,1.2533333333333336
ilp,exectime,saq1,10527,1.2333333333333327
ilp,exectime,aq1,7992,3.556666666666667
ilp,exectime,ekbr3,146,0.04666666666666641
ilp,exectime,saq1,17479,-1.7833333333333339
ilp,exectime,ekbr3,00,3.021666666666667
ilp,exectime,svo,154,1.9766666666666666
ilp,exectime,tlkh,437,6.471666666666667
ilp,exectime,aq1,10,7.945
ilp,exectime,svo,355,8.785000000000002
ilp,exectime,tlv,2776,10.660000000000002
ilp,exectime,rt5v,023,-0.5916666666666665
ilp,exectime,svo,959,0.7533333333333335
ilp,exectime,saq1,10527,0.1583333333333329
ilp,exectime,aq1,10,-3.645
ilp,exectime,svo,355,-3.625
ilp,exectime,tlv,11103,7.69
ilp,exectime,aq1,10,-3.733333333333334
ilp,exectime,svo,355,-3.7683333333333344
ilp,exectime,tlv,1943,8.021666666666668
ilp,exectime,ekbr3,00,6.599999999999999
ilp,exectime,svo,355,6.765000000000001
ilp,exectime,saq1,27906,9.965
ilp,exectime,ekbr3,00,-0.49833333333333335
ilp,exectime,svo,355,-0.9733333333333332
ilp,exectime,tlv,5551,2.2216666666666667
ilp,exectime,aq1,11148,0.1250000000000001
ilp,exectime,rt5v,00,1.39
ilp,exectime,svo,154,-1.0350000000000001
ilp,exectime,aq1,11148,0.3800000000000004
ilp,exectime,rt5v,00,1.2350000000000003
ilp,exectime,svo,758,3.1149999999999998
ilp,exectime,aq1,11148,10.174999999999999
ilp,exectime,rt5v,00,11.455
ilp,exectime,svo,1765,13.26
ilp,exectime,ekbr3,00,5.93
ilp,exectime,svo,758,10.415
ilp,exectime,saq1,10527,5.995
ilp,exectime,ekbr3,00,3.4566666666666674
ilp,exectime,svo,758,8.681666666666667
ilp,exectime,saq1,27906,8.461666666666668
ilp,exectime,ekbr3,00,-0.4016666666666664
ilp,exectime,svo,758,3.1233333333333335
ilp,exectime,tlkh,-097,0.19833333333333356
ilp,exectime,svo,1161,-2.2133333333333334
ilp,exectime,tlkh,-097,-1.7533333333333339
ilp,exectime,tlv,13878,6.736666666666667
ilp,exectime,aq1,11148,0.82
ilp,exectime,rt5v,023,-0.7599999999999998
ilp,exectime,svo,154,0.14999999999999977
ilp,exectime,aq1,10,-1.41
ilp,exectime,svo,758,3.695
ilp,exectime,saq1,3576,0.15499999999999994
ilp,exectime,aq1,12727,-3.393333333333333
ilp,exectime,saq1,2443,4.596666666666667
ilp,exectime,tlv,2776,-0.5833333333333325
ilp,exectime,ekbr3,00,4.411666666666667
ilp,exectime,svo,758,7.981666666666665
ilp,exectime,tlv,2776,5.896666666666667
ilp,exectime,ekbr3,00,-5.781666666666667
ilp,exectime,svo,758,5.553333333333334
ilp,exectime,tlv,5551,5.328333333333333
ilp,exectime,aq1,10,-0.6616666666666665
ilp,exectime,svo,758,3.6583333333333328
ilp,exectime,saq1,10527,-0.18666666666666684
ilp,exectime,ekbr3,00,7.825
ilp,exectime,svo,959,9.350000000000001
ilp,exectime,saq1,10527,7.6049999999999995
ilp,exectime,aq1,10,-2.688333333333333
ilp,exectime,svo,758,1.4366666666666668
ilp,exectime,saq1,2443,4.3616666666666655
ilp,exectime,aq1,10,6.3183333333333325
ilp,exectime,svo,758,11.648333333333332
ilp,exectime,saq1,27906,11.733333333333334
ilp,exectime,aq1,7992,4.1383333333333345
ilp,exectime,ekbr3,146,-0.09666666666666757
ilp,exectime,tlkh,437,0.17833333333333337
ilp,exectime,aq1,10,-0.40666666666666645
ilp,exectime,svo,758,2.023333333333333
ilp,exectime,tlkh,-097,0.6033333333333332
ilp,exectime,ekbr3,00,1.8133333333333332
ilp,exectime,svo,959,1.6783333333333335
ilp,exectime,tlkh,437,4.838333333333334
ilp,exectime,aq1,10,2.106666666666667
ilp,exectime,svo,758,5.641666666666666
ilp,exectime,tlkh,437,5.171666666666668
ilp,exectime,aq1,12727,2.2083333333333326
ilp,exectime,saq1,27906,5.233333333333333
ilp,exectime,tlkh,437,2.338333333333333
ilp,exectime,saq1,2443,6.114999999999999
ilp,exectime,tlkh,-097,-1.095
ilp,exectime,tlv,2776,1.3100000000000005
ilp,exectime,saq1,2443,4.406666666666666
ilp,exectime,tlkh,-097,-8.733333333333333
ilp,exectime,tlv,11103,8.126666666666667
ilp,exectime,aq1,10,-1.1049999999999998
ilp,exectime,svo,758,2.615
ilp,exectime,tlv,2776,0.7900000000000004
ilp,exectime,aq1,12727,1.0883333333333332
ilp,exectime,saq1,27906,6.608333333333334
ilp,exectime,tlv,2776,2.3033333333333332
ilp,exectime,ekbr3,00,1.551666666666667
ilp,exectime,svo,1161,1.1516666666666666
ilp,exectime,tlkh,-097,1.7866666666666664
ilp,exectime,ekbr3,00,1.1783333333333332
ilp,exectime,svo,1161,1.1433333333333333
ilp,exectime,tlkh,437,5.1883333333333335
ilp,exectime,nusa,211,5.678333333333335
ilp,exectime,tlkh,-097,-6.431666666666666
ilp,exectime,tlv,11103,5.163333333333333
ilp,exectime,aq1,10,14.076666666666668
ilp,exectime,svo,758,19.026666666666664
ilp,exectime,tlv,1943,27.11666666666667
ilp,exectime,nusa,211,6.606666666666668
ilp,exectime,tlkh,-097,-6.803333333333334
ilp,exectime,tlv,16654,3.476666666666666
ilp,exectime,aq1,10,2.125
ilp,exectime,ekbr3,097,3.840000000000001
ilp,exectime,tlkh,-097,6.245
ilp,exectime,aq1,11148,1.1883333333333332
ilp,exectime,svo,154,2.2983333333333333
ilp,exectime,tlkh,-097,2.7533333333333334
ilp,exectime,aq1,11148,14.56
ilp,exectime,svo,154,14.510000000000003
ilp,exectime,tlkh,437,16.89
ilp,exectime,rt5v,023,5.871666666666667
ilp,exectime,svo,1362,7.4916666666666645
ilp,exectime,tlkh,437,11.356666666666664
ilp,exectime,aq1,10,0.5650000000000001
ilp,exectime,svo,959,1.925
ilp,exectime,saq1,10527,0.7199999999999994
ilp,exectime,ekbr3,00,0.44000000000000017
ilp,exectime,svo,1362,0.8299999999999997
ilp,exectime,tlkh,-097,0.6699999999999999
ilp,exectime,aq1,11148,0.018333333333333535
ilp,exectime,svo,758,3.9233333333333333
ilp,exectime,saq1,17479,0.03833333333333281
ilp,exectime,aq1,11148,-0.6766666666666663
ilp,exectime,svo,758,1.1483333333333334
ilp,exectime,saq1,2443,4.548333333333333
ilp,exectime,aq1,11148,5.873333333333334
ilp,exectime,svo,758,9.623333333333333
ilp,exectime,saq1,27906,9.463333333333335
ilp,exectime,aq1,10,-1.0416666666666672
ilp,exectime,svo,959,0.3583333333333331
ilp,exectime,saq1,27906,3.0833333333333335
ilp,exectime,ekbr3,00,5.353333333333333
ilp,exectime,svo,1362,6.5683333333333325
ilp,exectime,tlkh,437,9.818333333333333
ilp,exectime,aq1,11148,-0.08999999999999975
ilp,exectime,svo,758,2.9450000000000003
ilp,exectime,tlkh,-097,-0.9050000000000006
ilp,exectime,aq1,11148,11.255
ilp,exectime,svo,758,14.42
ilp,exectime,tlkh,437,12.495000000000003
ilp,exectime,aq1,11148,5.235
ilp,exectime,svo,758,8.17
ilp,exectime,tlv,2776,5.305000000000001
ilp,exectime,aq1,11148,-4.548333333333335
ilp,exectime,svo,758,7.251666666666666
ilp,exectime,tlv,5551,5.1466666666666665
ilp,exectime,aq1,11148,17.245
ilp,exectime,svo,758,19.405000000000005
ilp,exectime,tlv,1943,28.460000000000004
ilp,exectime,aq1,10,-0.17666666666666667
ilp,exectime,svo,959,0.7783333333333333
ilp,exectime,tlkh,-097,1.998333333333333
ilp,exectime,ekbr3,00,-1.1199999999999999
ilp,exectime,svo,1362,7.43
ilp,exectime,tlv,2776,8.110000000000001
ilp,exectime,rt5v,023,-5.698333333333333
ilp,exectime,svo,1362,2.986666666666667
ilp,exectime,tlv,2776,4.551666666666667
ilp,exectime,ekbr3,00,9.459999999999999
ilp,exectime,svo,1362,10.36
ilp,exectime,tlv,5551,12.899999999999999
ilp,exectime,nusa,211,14.019999999999998
ilp,exectime,tlkh,437,-0.6750000000000002
ilp,exectime,tlv,2776,1.844999999999999
ilp,exectime,aq1,10,-0.2966666666666667
ilp,exectime,svo,959,0.933333333333333
ilp,exectime,tlkh,437,3.1033333333333335
ilp,exectime,nusa,211,5.821666666666668
ilp,exectime,tlkh,437,-3.133333333333333
ilp,exectime,tlv,11103,5.091666666666666
ilp,exectime,saq1,2443,11.328333333333331
ilp,exectime,tlkh,437,4.353333333333333
ilp,exectime,tlv,2776,5.0183333333333335
ilp,exectime,saq1,2443,12.923333333333332
ilp,exectime,tlkh,437,10.208333333333334
ilp,exectime,tlv,5551,10.558333333333332
ilp,exectime,ekbr3,00,0.8433333333333337
ilp,exectime,svo,1563,2.8333333333333335
ilp,exectime,tlkh,-097,0.45333333333333314
ilp,exectime,saq1,2443,2.5849999999999995
ilp,exectime,tlkh,437,-6.005
ilp,exectime,tlv,8327,5.15
ilp,exectime,ekbr3,00,0.3633333333333333
ilp,exectime,svo,1563,0.3283333333333336
ilp,exectime,tlkh,437,1.3583333333333332
ilp,exectime,aq1,11148,7.153333333333333
ilp,exectime,svo,1765,12.298333333333334
ilp,exectime,saq1,17479,8.488333333333335
ilp,exectime,aq1,11148,-0.02166666666666665
ilp,exectime,svo,1765,2.8083333333333322
ilp,exectime,tlkh,-097,-0.9666666666666668
ilp,exectime,aq1,11148,-0.49333333333333346
ilp,exectime,svo,1765,4.761666666666668
ilp,exectime,tlkh,437,2.9116666666666666
ilp,exectime,aq1,11148,-3.4466666666666668
ilp,exectime,svo,1765,0.2783333333333336
ilp,exectime,tlv,8327,5.308333333333333
ilp,exectime,ekbr3,00,0.2283333333333335
ilp,exectime,svo,1765,3.5483333333333333
ilp,exectime,tlkh,-097,0.47333333333333333
ilp,exectime,aq1,11148,6.351666666666667
ilp,exectime,saq1,17479,6.406666666666666
ilp,exectime,tlkh,-097,6.441666666666666
ilp,exectime,aq1,11148,1.6866666666666663
ilp,exectime,saq1,17479,2.4316666666666666
ilp,exectime,tlkh,437,4.391666666666667
ilp,exectime,aq1,11148,-2.143333333333333
ilp,exectime,saq1,17479,0.9616666666666666
ilp,exectime,tlv,5551,2.7416666666666667
ilp,exectime,aq1,11148,-0.18166666666666634
ilp,exectime,saq1,2443,6.083333333333333
ilp,exectime,tlkh,437,0.7583333333333334
ilp,exectime,aq1,11148,-6.335
ilp,exectime,saq1,2443,4.205000000000001
ilp,exectime,tlv,8327,5.759999999999999
ilp,exectime,aq1,11148,-0.7483333333333334
ilp,exectime,saq1,27906,4.651666666666667
ilp,exectime,tlv,2776,1.9466666666666665
ilp,exectime,aq1,11148,0.9316666666666666
ilp,exectime,tlkh,-097,1.5916666666666661
ilp,exectime,tlv,2776,2.5766666666666667
ilp,exectime,aq1,12727,3.1199999999999997
ilp,exectime,tlkh,437,4.135000000000001
ilp,exectime,tlv,2776,2.725
ilp,exectime,aq1,11148,3.2933333333333343
ilp,exectime,tlkh,437,4.1883333333333335
ilp,exectime,tlv,2776,3.2483333333333335
ilp,exectime,aq1,11148,2.073333333333333
ilp,exectime,tlkh,437,6.153333333333333
ilp,exectime,tlv,5551,5.973333333333333
ilp,exectime,ekbr3,00,1.621666666666667
ilp,exectime,saq1,10527,0.6516666666666664
ilp,exectime,tlkh,-097,2.146666666666667
ilp,exectime,aq1,12727,0.17833333333333293
ilp,exectime,ekbr3,049,2.2883333333333336
ilp,exectime,nusa,433,0.06333333333333317
ilp,exectime,aq1,12727,-1.696666666666667
ilp,exectime,ekbr3,049,2.498333333333333
ilp,exectime,rt5v,00,1.4283333333333335
ilp,exectime,aq1,12727,-0.17000000000000023
ilp,exectime,ekbr3,049,2.2449999999999997
